Project Name,Package Name,Type Name,Method Name,LOC,CC,PC,Line no,IsTest,Main prod class tested,Production classes tested
javapoet,com.squareup.javapoet,FieldSpecTest,modifyModifiers,5,1,0,60,1,,
javapoet,com.squareup.javapoet,FieldSpecTest,testToBuilder,17,1,0,68,1,,
javapoet,com.squareup.javapoet,FieldSpecTest,testAddJavadocWithCodeBlock,13,1,0,93,1,,
javapoet,com.squareup.javapoet,FileReadingTest,javaFileObjectUri,6,1,0,48,1,,
javapoet,com.squareup.javapoet,FileReadingTest,javaFileObjectKind,4,1,0,58,1,,
javapoet,com.squareup.javapoet,FileReadingTest,javaFileObjectCharacterContent,7,1,0,63,1,,
javapoet,com.squareup.javapoet,FileReadingTest,javaFileObjectInputStreamIsUtf8,5,1,0,76,1,,
javapoet,com.squareup.javapoet,FileReadingTest,compileJavaFile,15,1,0,86,1,,
javapoet,com.squareup.javapoet,FileWritingTest,pathNotDirectory,14,1,0,51,1,,
javapoet,com.squareup.javapoet,FileWritingTest,fileNotDirectory,13,1,0,65,1,,
javapoet,com.squareup.javapoet,FileWritingTest,pathDefaultPackage,6,1,0,79,1,,
javapoet,com.squareup.javapoet,FileWritingTest,fileDefaultPackage,6,1,0,87,1,,
javapoet,com.squareup.javapoet,FileWritingTest,filerDefaultPackage,6,1,0,95,1,,
javapoet,com.squareup.javapoet,FileWritingTest,pathNestedClasses,12,1,0,103,1,,
javapoet,com.squareup.javapoet,FileWritingTest,fileNestedClasses,15,1,0,117,1,,
javapoet,com.squareup.javapoet,FileWritingTest,filerNestedClasses,12,1,0,134,1,,
javapoet,com.squareup.javapoet,FileWritingTest,filerPassesOriginatingElements,13,1,0,148,1,,
javapoet,com.squareup.javapoet,FileWritingTest,filerClassesWithTabIndent,8,1,0,170,1,,
javapoet,com.squareup.javapoet,FileWritingTest,fileIsUtf8,6,1,0,201,1,,
javapoet,com.squareup.javapoet,FileWritingTest,writeToPathReturnsPath,5,1,0,220,1,,
javapoet,com.squareup.javapoet,JavaFileTest,getElement,3,1,1,50,0,,
javapoet,com.squareup.javapoet,JavaFileTest,importStaticReadmeExample,11,1,0,54,1,,
javapoet,com.squareup.javapoet,JavaFileTest,importStaticForCrazyFormatsWorks,4,1,0,99,1,,
javapoet,com.squareup.javapoet,JavaFileTest,importStaticMixed,4,1,0,123,1,,
javapoet,com.squareup.javapoet,JavaFileTest,importStaticDynamic,4,1,0,161,1,,
javapoet,com.squareup.javapoet,JavaFileTest,importStaticNone,3,1,0,183,1,,
javapoet,com.squareup.javapoet,JavaFileTest,importStaticOnce,3,1,0,199,1,,
javapoet,com.squareup.javapoet,JavaFileTest,importStaticTwice,3,1,0,218,1,,
javapoet,com.squareup.javapoet,JavaFileTest,importStaticUsingWildcards,3,1,0,238,1,,
javapoet,com.squareup.javapoet,JavaFileTest,importStaticTypeSpec,4,1,1,256,0,,
javapoet,com.squareup.javapoet,JavaFileTest,noImports,4,1,0,267,1,,
javapoet,com.squareup.javapoet,JavaFileTest,singleImport,4,1,0,279,1,,
javapoet,com.squareup.javapoet,JavaFileTest,conflictingImports,4,1,0,296,1,,
javapoet,com.squareup.javapoet,JavaFileTest,annotatedTypeParam,4,1,0,316,1,,
javapoet,com.squareup.javapoet,JavaFileTest,skipJavaLangImportsWithConflictingClassLast,4,1,0,337,1,,
javapoet,com.squareup.javapoet,JavaFileTest,skipJavaLangImportsWithConflictingClassFirst,4,1,0,357,1,,
javapoet,com.squareup.javapoet,JavaFileTest,conflictingParentName,4,1,0,379,1,,
javapoet,com.squareup.javapoet,JavaFileTest,conflictingChildName,4,1,0,415,1,,
javapoet,com.squareup.javapoet,JavaFileTest,conflictingNameOutOfScope,4,1,0,451,1,,
javapoet,com.squareup.javapoet,JavaFileTest,nestedClassAndSuperclassShareName,4,1,0,491,1,,
javapoet,com.squareup.javapoet,JavaFileTest,classAndSuperclassShareName,4,1,0,512,1,,
javapoet,com.squareup.javapoet,JavaFileTest,conflictingAnnotation,4,1,0,526,1,,
javapoet,com.squareup.javapoet,JavaFileTest,conflictingAnnotationReferencedClass,4,1,0,541,1,,
javapoet,com.squareup.javapoet,JavaFileTest,conflictingTypeVariableBound,4,1,0,558,1,,
javapoet,com.squareup.javapoet,JavaFileTest,superclassReferencesSelf,4,1,0,573,1,,
javapoet,com.squareup.javapoet,JavaFileTest,annotationIsNestedClass,4,1,0,590,1,,
javapoet,com.squareup.javapoet,JavaFileTest,defaultPackage,4,1,0,614,1,,
javapoet,com.squareup.javapoet,JavaFileTest,defaultPackageTypesAreNotImported,4,1,0,636,1,,
javapoet,com.squareup.javapoet,JavaFileTest,topOfFileComment,4,1,0,648,1,,
javapoet,com.squareup.javapoet,JavaFileTest,emptyLinesInTopOfFileComment,4,1,0,662,1,,
javapoet,com.squareup.javapoet,JavaFileTest,packageClassConflictsWithNestedClass,4,1,0,680,1,,
javapoet,com.squareup.javapoet,JavaFileTest,packageClassConflictsWithSuperlass,4,1,0,699,1,,
javapoet,com.squareup.javapoet,JavaFileTest,modifyStaticImports,7,1,0,715,1,,
javapoet,com.squareup.javapoet,JavaFileTest,alwaysQualifySimple,4,1,0,735,1,,
javapoet,com.squareup.javapoet,JavaFileTest,alwaysQualifySupersedesJavaLangImports,4,1,0,751,1,,
javapoet,com.squareup.javapoet,JavaFileTest,avoidClashesWithNestedClasses_viaClass,4,1,0,768,1,,
javapoet,com.squareup.javapoet,JavaFileTest,avoidClashesWithNestedClasses_viaTypeElement,4,1,0,799,1,,
javapoet,com.squareup.javapoet,JavaFileTest,avoidClashesWithNestedClasses_viaSuperinterfaceType,4,1,0,830,1,,
javapoet,com.squareup.javapoet,JavaFileTest,childTypeBuilder,3,1,0,887,0,,
javapoet,com.squareup.javapoet,JavaFileTest,avoidClashes_parentChild_superclass_type,4,1,0,899,1,,
javapoet,com.squareup.javapoet,JavaFileTest,avoidClashes_parentChild_superclass_typeMirror,4,1,0,920,1,,
javapoet,com.squareup.javapoet,JavaFileTest,avoidClashes_parentChild_superinterface_type,4,1,0,941,1,,
javapoet,com.squareup.javapoet,JavaFileTest,avoidClashes_parentChild_superinterface_typeMirror,4,1,0,963,1,,
javapoet,com.squareup.javapoet,JavaFileTest,avoidClashes_mapEntry,4,1,0,1000,1,,
javapoet,com.squareup.javapoet,JavaFileTest,testEquals,5,1,0,1023,1,,
javapoet,com.squareup.javapoet,JavaFileTest,testNotEquals,5,1,0,1030,1,,
javapoet,com.squareup.javapoet,JavaFileTest,createJavaFile,4,1,0,1037,0,,
javapoet,com.squareup.javapoet,JavaFileTest,createDifferentJavaFile,4,1,0,1044,0,,
javapoet,com.squareup.javapoet,JavaFileTest,testWriteToFile,8,1,0,1052,1,,
javapoet,com.squareup.javapoet,JavaFileTest,testWriteToWithCharset,9,1,0,1061,1,,
javapoet,com.squareup.javapoet,JavaFileTest,deleteDirectory,3,1,1,1071,0,,
javapoet,com.squareup.javapoet,LineWrapperTest,wrap,9,1,0,26,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,noWrap,9,1,0,36,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,zeroWidthNoWrap,9,1,0,46,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,nospaceWrapMax,9,1,0,56,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,multipleWrite,23,1,0,66,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,fencepost,11,1,0,90,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,fencepostZeroWidth,11,1,0,102,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,overlyLongLinesWithoutLeadingSpace,7,1,0,114,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,overlyLongLinesWithLeadingSpace,8,1,0,122,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,overlyLongLinesWithLeadingZeroWidth,8,1,0,131,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapEmbeddedNewlines,10,1,0,140,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,wrapEmbeddedNewlines,10,1,0,151,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapEmbeddedNewlines_ZeroWidth,10,1,0,162,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,wrapEmbeddedNewlines_ZeroWidth,10,1,0,173,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,noWrapMultipleNewlines,11,1,0,184,1,,
javapoet,com.squareup.javapoet,LineWrapperTest,wrapMultipleNewlines,11,1,0,196,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,setUp,4,1,0,59,0,,
javapoet,com.squareup.javapoet,MethodSpecTest,getElement,3,1,1,64,0,,
javapoet,com.squareup.javapoet,MethodSpecTest,nullAnnotationsAddition,9,1,0,68,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,nullTypeVariablesAddition,9,1,0,77,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,nullParametersAddition,9,1,0,86,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,nullExceptionsAddition,9,1,0,95,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,overrideEverything,6,1,0,150,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,overrideGenerics,6,1,0,163,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,overrideDoesNotCopyOverrideAnnotation,6,1,0,176,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,overrideDoesNotCopyDefaultModifier,8,1,0,186,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,overrideExtendsOthersWorksWithActualTypeParameters,14,1,0,198,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,overrideFinalClassMethod,11,1,0,222,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,overrideInvalidModifiers,25,1,0,234,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,overrideDoesNotCopyParameterAnnotations,9,1,0,264,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,equalsAndHashCode,16,1,0,277,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,withoutParameterJavaDoc,4,1,0,294,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,withParameterJavaDoc,4,1,0,308,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,withParameterJavaDocAndWithoutMethodJavadoc,4,1,0,329,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,duplicateExceptionsIgnored,7,1,0,347,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,nullIsNotAValidMethodName,9,1,0,361,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,addModifiersVarargsShouldNotBeNull,9,1,0,370,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,modifyMethodName,4,1,0,380,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,modifyAnnotations,5,1,0,390,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,modifyModifiers,5,1,0,399,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,modifyParameters,5,1,0,407,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,modifyTypeVariables,6,1,0,415,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,ensureTrailingNewline,4,1,0,425,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,ensureTrailingNewlineWithExistingNewline,4,1,0,436,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,controlFlowWithNamedCodeBlocks,7,1,0,448,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,doWhileWithNamedCodeBlocks,7,1,0,467,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,named,3,1,2,486,0,,
javapoet,com.squareup.javapoet,MethodSpecTest,testAddAnnotations,9,1,0,490,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,testAddTypeVariables,10,1,0,501,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,testAddJavadocWithCodeBlock,7,1,0,513,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,testAddExceptions,9,1,0,521,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,testAddNamedCode,7,1,0,532,1,,
javapoet,com.squareup.javapoet,MethodSpecTest,testAddComment,5,1,0,543,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,usage,7,1,0,26,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,nameCollision,6,1,0,34,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,nameCollisionWithTag,9,1,0,41,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,characterMappingSubstitute,4,1,0,51,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,characterMappingSurrogate,4,1,0,56,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,characterMappingInvalidStartButValidPart,5,1,0,61,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,characterMappingInvalidStartIsInvalidPart,4,1,0,67,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,javaKeyword,5,1,0,72,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,tagReuseForbidden,11,1,0,78,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,useBeforeAllocateForbidden,10,1,0,89,1,,
javapoet,com.squareup.javapoet,NameAllocatorTest,cloneUsage,10,1,0,99,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,setUp,3,1,0,44,0,,
javapoet,com.squareup.javapoet,ParameterSpecTest,getElement,3,1,1,48,0,,
javapoet,com.squareup.javapoet,ParameterSpecTest,equalsAndHashCode,12,1,0,52,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,receiverParameterInstanceMethod,4,1,0,65,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,receiverParameterNestedClass,4,1,0,70,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,keywordName,9,1,0,75,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,nullAnnotationsAddition,9,1,0,84,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,fieldVariableElement,12,1,0,98,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,parameterVariableElement,7,1,0,116,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,addNonFinalModifier,12,1,0,126,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,modifyAnnotations,5,1,0,140,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,modifyModifiers,5,1,0,149,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,testNestedClass,9,1,0,157,1,,
javapoet,com.squareup.javapoet,ParameterSpecTest,testNestedClassWithNullName,5,1,0,168,0,,
javapoet,com.squareup.javapoet,TestFiler,TestFiler,6,1,2,54,0,,
javapoet,com.squareup.javapoet,TestFiler,getOriginatingElements,3,1,1,61,0,,
javapoet,com.squareup.javapoet,TestFiler,createSourceFile,6,1,2,65,0,,
javapoet,com.squareup.javapoet,TestFiler,createClassFile,3,1,2,73,0,,
javapoet,com.squareup.javapoet,TestFiler,createResource,3,1,4,78,0,,
javapoet,com.squareup.javapoet,TestFiler,getResource,3,1,3,83,0,,
javapoet,com.squareup.javapoet,TestUtil,findFirst,8,3,2,9,0,,
javapoet,com.squareup.javapoet,TypeNameTest,generic,3,1,1,36,0,,
javapoet,com.squareup.javapoet,TypeNameTest,testGenericStringInner,3,1,0,48,0,,
javapoet,com.squareup.javapoet,TypeNameTest,testGenericIntInner,3,1,0,52,0,,
javapoet,com.squareup.javapoet,TypeNameTest,testGenericInnerLong,3,1,0,56,0,,
javapoet,com.squareup.javapoet,TypeNameTest,testGenericInnerInt,3,1,0,60,0,,
javapoet,com.squareup.javapoet,TypeNameTest,testNestedNonGeneric,3,1,0,64,0,,
javapoet,com.squareup.javapoet,TypeNameTest,genericType,8,1,0,68,1,,
javapoet,com.squareup.javapoet,TypeNameTest,innerClassInGenericType,7,1,0,79,1,,
javapoet,com.squareup.javapoet,TypeNameTest,innerGenericInGenericType,7,1,0,91,1,,
javapoet,com.squareup.javapoet,TypeNameTest,innerStaticInGenericType,6,1,0,103,1,,
javapoet,com.squareup.javapoet,TypeNameTest,equalsAndHashCodePrimitive,11,1,0,113,1,,
javapoet,com.squareup.javapoet,TypeNameTest,equalsAndHashCodeArrayTypeName,4,1,0,125,1,,
javapoet,com.squareup.javapoet,TypeNameTest,equalsAndHashCodeClassName,5,1,0,132,1,,
javapoet,com.squareup.javapoet,TypeNameTest,equalsAndHashCodeParameterizedTypeName,5,1,0,139,1,,
javapoet,com.squareup.javapoet,TypeNameTest,equalsAndHashCodeTypeVariableName,6,1,0,148,1,,
javapoet,com.squareup.javapoet,TypeNameTest,equalsAndHashCodeWildcardTypeName,5,1,0,156,1,,
javapoet,com.squareup.javapoet,TypeNameTest,isPrimitive,7,1,0,165,1,,
javapoet,com.squareup.javapoet,TypeNameTest,isBoxedPrimitive,7,1,0,173,1,,
javapoet,com.squareup.javapoet,TypeNameTest,assertEqualsHashCodeAndToString,6,1,2,181,0,,
javapoet,com.squareup.javapoet,TypeNameTest,testWithoutAnnotations,5,1,0,188,1,,
javapoet,com.squareup.javapoet,TypeNameTest,testArrayComponentForArrayTypeName,5,1,0,195,1,,
javapoet,com.squareup.javapoet,TypeNameTest,testArrayComponentForNonArrayType,5,1,0,202,1,,
javapoet,com.squareup.javapoet,TypeNameTest,testArrayComponentForNestedArrayTypeName,5,1,0,209,1,,
javapoet,com.squareup.javapoet,TypeNameTest,testGetWithWildcardType,6,1,0,216,1,,
javapoet,com.squareup.javapoet,TypeNameTest,testBox,13,1,0,236,1,,
javapoet,com.squareup.javapoet,TypesEclipseTest,getElements,3,1,0,149,0,,
javapoet,com.squareup.javapoet,TypesEclipseTest,getTypes,3,1,0,154,0,,
javapoet,com.squareup.javapoet,TypeSpecTest,getElement,3,1,1,56,0,,
javapoet,com.squareup.javapoet,TypeSpecTest,basic,5,1,0,60,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,interestingTypes,7,1,0,84,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,anonymousInnerClass,16,1,0,112,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedParameters,4,1,0,172,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,annotationsAndJavaLangTypes,5,1,0,208,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,retrofitStyleInterface,15,1,0,230,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedField,4,1,0,288,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,annotatedClass,5,1,0,307,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,addAnnotationDisallowsNull,23,1,0,329,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,enumWithSubclassing,4,1,0,350,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,enumsMayDefineAbstractMethods,4,1,0,408,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,noEnumConstants,4,1,0,438,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,onlyEnumsMayHaveEnumConstants,8,1,0,453,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,enumWithMembersButNoConstructorCall,4,1,0,463,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,enumWithAnnotatedValues,4,1,0,490,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,methodThrows,4,1,0,515,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,typeVariables,7,1,0,552,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,typeVariableWithBounds,7,1,0,607,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,classImplementsExtends,6,1,0,630,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,classImplementsNestedClass,7,1,0,651,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,enumImplements,4,1,0,674,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceExtends,5,1,0,694,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nestedClasses,8,1,0,710,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,annotation,4,1,0,783,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,innerAnnotationInAnnotationDeclaration,4,1,0,802,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,annotationWithFields,5,1,0,822,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,classCannotHaveDefaultValueForMethod,8,1,0,841,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,classCannotHaveDefaultMethods,8,1,0,856,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceStaticMethods,4,1,0,871,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceDefaultMethods,4,1,0,892,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,invalidInterfacePrivateMethods,20,1,0,913,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,interfacePrivateMethods,6,1,0,951,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,referencedAndDeclaredSimpleNamesConflict,8,1,0,990,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,simpleNamesConflictInThisAndOtherPackage,6,1,0,1053,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,simpleNameConflictsWithTypeVariable,8,1,0,1072,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,originatingElementsIncludesThoseOfNestedTypes,6,1,0,1140,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,intersectionType,5,1,0,1152,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,arrayType,4,1,0,1174,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,javadoc,4,1,0,1186,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,annotationsInAnnotations,8,1,0,1229,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,varargs,4,1,0,1261,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,codeBlocks,8,1,0,1280,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,indexedElseIf,4,1,0,1351,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,elseIf,4,1,0,1377,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,doWhile,4,1,0,1403,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,inlineIndent,4,1,0,1425,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,defaultModifiersForInterfaceMembers,4,1,0,1445,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,defaultModifiersForMemberInterfacesAndEnums,4,1,0,1473,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,membersOrdering,4,1,0,1502,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nativeMethods,4,1,0,1559,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullStringLiteral,4,1,0,1592,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,annotationToString,4,1,0,1608,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,codeBlockToString,4,1,0,1615,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,codeBlockAddStatementOfCodeBlockToString,5,1,0,1622,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,fieldToString,4,1,0,1628,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,methodToString,4,1,0,1636,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,constructorToString,4,1,0,1650,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,parameterToString,4,1,0,1662,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,classToString,4,1,0,1671,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,anonymousClassToString,4,1,0,1679,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,interfaceClassToString,4,1,0,1695,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,annotationDeclarationToString,4,1,0,1703,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,toString,3,1,1,1711,0,,
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStatement,4,1,0,1715,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStatementWithAnonymousClass,7,1,0,1743,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,multilineStrings,4,1,0,1804,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,doubleFieldInitialization,14,1,0,1823,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullAnnotationsAddition,9,1,0,1843,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,multipleAnnotationAddition,4,1,0,1853,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullFieldsAddition,9,1,0,1873,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,multipleFieldAddition,4,1,0,1883,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullMethodsAddition,9,1,0,1901,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,multipleMethodAddition,4,1,0,1911,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullSuperinterfacesAddition,9,1,0,1943,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullSingleSuperinterfaceAddition,9,1,0,1953,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullInSuperinterfaceIterableAddition,12,1,0,1963,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,multipleSuperinterfaceAddition,4,1,0,1977,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullModifiersAddition,9,1,0,1993,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullTypeVariablesAddition,9,1,0,2003,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,multipleTypeVariableAddition,4,1,0,2013,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nullTypesAddition,9,1,0,2028,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,multipleTypeAddition,4,1,0,2038,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,tryCatch,4,1,0,2056,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,ifElse,4,1,0,2080,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,literalFromAnything,9,1,0,2108,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,toString,3,1,0,2110,0,,
javapoet,com.squareup.javapoet,TypeSpecTest,nameFromCharSequence,3,1,0,2117,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nameFromField,4,1,0,2121,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nameFromParameter,4,1,0,2126,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nameFromMethod,4,1,0,2131,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nameFromType,4,1,0,2139,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,nameFromUnsupportedType,9,1,0,2144,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,stringFromAnything,9,1,0,2153,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,toString,3,1,0,2155,0,,
javapoet,com.squareup.javapoet,TypeSpecTest,stringFromNull,3,1,0,2162,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,typeFromTypeName,4,1,0,2166,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,typeFromTypeMirror,4,1,0,2171,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,typeFromTypeElement,4,1,0,2176,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,typeFromReflectType,3,1,0,2181,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,typeFromUnsupportedType,9,1,0,2185,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,tooFewArguments,9,1,0,2194,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,unusedArgumentsRelative,9,1,0,2203,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,unusedArgumentsIndexed,23,1,0,2212,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,superClassOnlyValidForClasses,20,1,0,2233,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,invalidSuperClass,14,1,0,2251,1,,
javapoet,com.squareup.javapoet,TypeSpecTest,staticCodeBlock,4,1,0,2267,1,,
